city,country,decade,metadata
Shiraz,Iran,2010s,"2010s: Shiraz felt smartphone/social media dominance, populist swings, and widening inequality alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and honor, hospitality, and care in public expression."
Shiraz,Iran,2020s,"2020s: Pandemic years reshaped Shiraz; Curfews, mosque closures, and oil/revenue shocks tested households; kin networks and modesty in public life deepened."
Cape Town,South Africa,1920s,"1920s: Cape Town felt interwar modernization, mass culture, and uneven prosperity alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and extended family obligations and church/mosque‑centered community."
Cape Town,South Africa,1930s,"1930s: Cape Town felt economic depression, political radicalization, and pre‑war mobilization alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and extended family obligations and church/mosque‑centered community."
Cape Town,South Africa,1940s,"1940s: Cape Town felt world war, decolonization beginnings, and post‑war reconstruction alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and extended family obligations and church/mosque‑centered community."
Cape Town,South Africa,1950s,"1950s: Cape Town felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized respectability, conformity in public life, and steady work ethic and extended family obligations and church/mosque‑centered community."
Cape Town,South Africa,1960s,"1960s: Cape Town felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and extended family obligations and church/mosque‑centered community."
Cape Town,South Africa,1970s,"1970s: Cape Town felt oil shocks, stagflation or state expansion, and social realignment alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and extended family obligations and church/mosque‑centered community."
Cape Town,South Africa,1980s,"1980s: Cape Town felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and extended family obligations and church/mosque‑centered community."
Cape Town,South Africa,1990s,"1990s: Cape Town felt post‑Cold‑War reordering, globalization, and early internet adoption alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized adaptability, new professional identities, and widening global outlooks and extended family obligations and church/mosque‑centered community."
Cape Town,South Africa,2000s,"2000s: Cape Town felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and extended family obligations and church/mosque‑centered community."
Cape Town,South Africa,2010s,"2010s: Cape Town felt smartphone/social media dominance, populist swings, and widening inequality alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and extended family obligations and church/mosque‑centered community."
Cape Town,South Africa,2020s,2020s: Pandemic years reshaped Cape Town; Restrictions were uneven; economic disruptions were cushioned by faith groups and extended‑family safety nets.
Beijing,China,1920s,"1920s: Beijing felt interwar modernization, mass culture, and uneven prosperity alongside export‑led growth and state‑steered urban planning; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and education zeal, thrift, and respect for elders."
Beijing,China,1930s,"1930s: Beijing felt economic depression, political radicalization, and pre‑war mobilization alongside export‑led growth and state‑steered urban planning; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and education zeal, thrift, and respect for elders."
Beijing,China,1940s,"1940s: Beijing felt world war, decolonization beginnings, and post‑war reconstruction alongside export‑led growth and state‑steered urban planning; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and education zeal, thrift, and respect for elders."
Beijing,China,1950s,"1950s: Beijing felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside export‑led growth and state‑steered urban planning; locals commonly emphasized respectability, conformity in public life, and steady work ethic and education zeal, thrift, and respect for elders."
Beijing,China,1960s,"1960s: Beijing felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside export‑led growth and state‑steered urban planning; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and education zeal, thrift, and respect for elders."
Beijing,China,1970s,"1970s: Beijing felt oil shocks, stagflation or state expansion, and social realignment alongside export‑led growth and state‑steered urban planning; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and education zeal, thrift, and respect for elders."
